College Code,College Name,Branch Code,Branch Name,OC,BC,BCM,MBC,SC,SCA,ST,district
1216,"Saveetha Engineering College (Autonomous), Saveetha Nagar, Thandalam Post, Sriperumbudur Taluk, Kancheepuram District-602105.",CH,Chemical  Engineering,170,157.5,0,157.5,111.5,0,0,Kancheepuram
1216,"Saveetha Engineering College (Autonomous), Saveetha Nagar, Thandalam Post, Sriperumbudur Taluk, Kancheepuram District-602105.",CI,Computer Science And Engineering (Internet Of Things),175,170.5,173,166,139.5,0,0,Kancheepuram
1216,"Saveetha Engineering College (Autonomous), Saveetha Nagar, Thandalam Post, Sriperumbudur Taluk, Kancheepuram District-602105.",CS,Computer Science And Engineering,185,177,172,171,142,0,117,Kancheepuram
1216,"Saveetha Engineering College (Autonomous), Saveetha Nagar, Thandalam Post, Sriperumbudur Taluk, Kancheepuram District-602105.",EC,Electronics And Communication Engineering,175.5,171,169.5,165.5,141.5,0,126.5,Kancheepuram
1216,"Saveetha Engineering College (Autonomous), Saveetha Nagar, Thandalam Post, Sriperumbudur Taluk, Kancheepuram District-602105.",EE,Electrical And Electronics Engineering,169,166.5,163,159.5,133,0,0,Kancheepuram
1216,"Saveetha Engineering College (Autonomous), Saveetha Nagar, Thandalam Post, Sriperumbudur Taluk, Kancheepuram District-602105.",IT,Information Technology,179,174.5,176,168,142,0,124,Kancheepuram
1216,"Saveetha Engineering College (Autonomous), Saveetha Nagar, Thandalam Post, Sriperumbudur Taluk, Kancheepuram District-602105.",ME,Mechanical Engineering,160,150,158,147.5,121,0,0,Kancheepuram
1216,"Saveetha Engineering College (Autonomous), Saveetha Nagar, Thandalam Post, Sriperumbudur Taluk, Kancheepuram District-602105.",SC,Computer Science And Engineering (Cyber Security),181.5,178,175,169.5,143,0,0,Kancheepuram
1217,"Sree Sastha Institute Of Engineering And Technology, Chennai-Bangalore Highway, Chembarambakkam, Thiruvallur District, Chennai-600123.",AD,Artificial Intelligence And Data Science,114,0,0,0,0,0,0,Chennai
1217,"Sree Sastha Institute Of Engineering And Technology, Chennai-Bangalore Highway, Chembarambakkam, Thiruvallur District, Chennai-600123.",AM,Computer Science And Engineering (Ai And Machine Learning),116,0,0,0,0,0,0,Chennai
1217,"Sree Sastha Institute Of Engineering And Technology, Chennai-Bangalore Highway, Chembarambakkam, Thiruvallur District, Chennai-600123.",AU,Automobile Engineering,0,0,0,0,0,0,0,Chennai
1217,"Sree Sastha Institute Of Engineering And Technology, Chennai-Bangalore Highway, Chembarambakkam, Thiruvallur District, Chennai-600123.",BM,Bio Medical Engineering,0,0,0,0,0,0,0,Chennai
1217,"Sree Sastha Institute Of Engineering And Technology, Chennai-Bangalore Highway, Chembarambakkam, Thiruvallur District, Chennai-600123.",BT,Bio Technology,0,0,0,0,0,0,0,Chennai
1217,"Sree Sastha Institute Of Engineering And Technology, Chennai-Bangalore Highway, Chembarambakkam, Thiruvallur District, Chennai-600123.",CB,Computer Science And Bussiness System,0,0,0,0,0,0,0,Chennai
1217,"Sree Sastha Institute Of Engineering And Technology, Chennai-Bangalore Highway, Chembarambakkam, Thiruvallur District, Chennai-600123.",CE,Civil  Engineering,0,0,0,0,0,0,0,Chennai
1217,"Sree Sastha Institute Of Engineering And Technology, Chennai-Bangalore Highway, Chembarambakkam, Thiruvallur District, Chennai-600123.",CS,Computer Science And Engineering,143,0,89.5,124.5,0,0,0,Chennai
1217,"Sree Sastha Institute Of Engineering And Technology, Chennai-Bangalore Highway, Chembarambakkam, Thiruvallur District, Chennai-600123.",EC,Electronics And Communication Engineering,0,0,0,0,0,0,0,Chennai
1217,"Sree Sastha Institute Of Engineering And Technology, Chennai-Bangalore Highway, Chembarambakkam, Thiruvallur District, Chennai-600123.",EE,Electrical And Electronics Engineering,0,0,0,0,0,0,0,Chennai
1217,"Sree Sastha Institute Of Engineering And Technology, Chennai-Bangalore Highway, Chembarambakkam, Thiruvallur District, Chennai-600123.",FD,Food Technology,0,0,0,0,0,0,0,Chennai
1217,"Sree Sastha Institute Of Engineering And Technology, Chennai-Bangalore Highway, Chembarambakkam, Thiruvallur District, Chennai-600123.",IT,Information Technology,99,0,0,0,0,0,0,Chennai
1217,"Sree Sastha Institute Of Engineering And Technology, Chennai-Bangalore Highway, Chembarambakkam, Thiruvallur District, Chennai-600123.",MU,Mechanical And Automation Engineering,0,0,0,0,0,0,0,Chennai
1217,"Sree Sastha Institute Of Engineering And Technology, Chennai-Bangalore Highway, Chembarambakkam, Thiruvallur District, Chennai-600123.",SC,Computer Science And Engineering (Cyber Security),109.5,0,0,0,0,0,0,Chennai
1218,"Sri Muthukumaran Institute Of Technology, Chikkarayapuram Near Mangadu, Kanchipuram, Chennai-600069.",AD,Artificial Intelligence And Data Science,128.5,0,111,0,0,107,0,Chennai
1218,"Sri Muthukumaran Institute Of Technology, Chikkarayapuram Near Mangadu, Kanchipuram, Chennai-600069.",BM,Bio Medical Engineering,0,0,0,0,0,0,0,Chennai
1218,"Sri Muthukumaran Institute Of Technology, Chikkarayapuram Near Mangadu, Kanchipuram, Chennai-600069.",CE,Civil  Engineering,0,0,0,0,0,0,0,Chennai
1218,"Sri Muthukumaran Institute Of Technology, Chikkarayapuram Near Mangadu, Kanchipuram, Chennai-600069.",CS,Computer Science And Engineering,119,0,0,0,0,0,0,Chennai
1218,"Sri Muthukumaran Institute Of Technology, Chikkarayapuram Near Mangadu, Kanchipuram, Chennai-600069.",EC,Electronics And Communication Engineering,0,0,0,0,0,0,0,Chennai
1218,"Sri Muthukumaran Institute Of Technology, Chikkarayapuram Near Mangadu, Kanchipuram, Chennai-600069.",EE,Electrical And Electronics Engineering,0,0,0,0,0,0,0,Chennai
1218,"Sri Muthukumaran Institute Of Technology, Chikkarayapuram Near Mangadu, Kanchipuram, Chennai-600069.",IT,Information Technology,111.5,0,0,0,0,0,0,Chennai
1218,"Sri Muthukumaran Institute Of Technology, Chikkarayapuram Near Mangadu, Kanchipuram, Chennai-600069.",ME,Mechanical Engineering,0,0,0,0,0,0,0,Chennai
1218,"Sri Muthukumaran Institute Of Technology, Chikkarayapuram Near Mangadu, Kanchipuram, Chennai-600069.",MZ,Mechatronics Engineering,0,0,0,0,0,0,0,Chennai
1218,"Sri Muthukumaran Institute Of Technology, Chikkarayapuram Near Mangadu, Kanchipuram, Chennai-600069.",PH,Pharmaceutical Technology,0,0,0,0,0,0,0,Chennai
1218,"Sri Muthukumaran Institute Of Technology, Chikkarayapuram Near Mangadu, Kanchipuram, Chennai-600069.",RM,Robotics And Automation,0,0,0,0,0,0,0,Chennai
1219,"Sri Venkateswara College Of Engineering (Autonomous), Post Bag No.3, Pennalur, Sriperumbudur, Kanchipuram-602105.",AD,Artificial Intelligence And Data Science,187,185.5,183,183,163,95,0,Kanchipuram
1219,"Sri Venkateswara College Of Engineering (Autonomous), Post Bag No.3, Pennalur, Sriperumbudur, Kanchipuram-602105.",BT,Bio Technology,179.5,170,153.5,162.5,143,0,0,Kanchipuram
1219,"Sri Venkateswara College Of Engineering (Autonomous), Post Bag No.3, Pennalur, Sriperumbudur, Kanchipuram-602105.",CE,Civil  Engineering,164,153,159,143.5,135,144.5,0,Kanchipuram
1219,"Sri Venkateswara College Of Engineering (Autonomous), Post Bag No.3, Pennalur, Sriperumbudur, Kanchipuram-602105.",CH,Chemical  Engineering,174,161.5,171,165,153,167,0,Kanchipuram
2,University Departments Of Anna University  Chennai - Act Campus  Sardar Patel Road  Guindy  Chennai 600 025,CL,Chemical  Engineering (Ss),190,187,189.5,186,177,164.5,148.5,Chennai
2,University Departments Of Anna University  Chennai - Act Campus  Sardar Patel Road  Guindy  Chennai 600 025,CR,Ceramic Technology (Ss),175,166.5,155.5,168,149.5,130.5,175.5,Chennai
2,University Departments Of Anna University  Chennai - Act Campus  Sardar Patel Road  Guindy  Chennai 600 025,FS,Food Technology (Ss),184.5,180,182,180,171.5,0,0, Chennai
2,University Departments Of Anna University  Chennai - Act Campus  Sardar Patel Road  Guindy  Chennai 600 025,IB,Industrial Bio Technology,192,188,190.5,189,174,167.5,0,Chennai
2,University Departments Of Anna University  Chennai - Act Campus  Sardar Patel Road  Guindy  Chennai 600 025,IS,Industrial Bio Technology (Ss),190.5,187,189.5,182,179.5,161.5,0,Chennai
2,University Departments Of Anna University  Chennai - Act Campus  Sardar Patel Road  Guindy  Chennai 600 025,LE,Leather Technology,171,162,156.5,158.5,157.5,119,0,Chennai
2,University Departments Of Anna University  Chennai - Act Campus  Sardar Patel Road  Guindy  Chennai 600 025,PM,Pharmaceutical Technology (Ss),185,176,179,179,164.5,134,0,Chennai
2,University Departments Of Anna University  Chennai - Act Campus  Sardar Patel Road  Guindy  Chennai 600 025,PP,Petroleum Engineering And Technology (Ss),185.5,178,178.5,179.5,174.5,162,164,Chennai
2,University Departments Of Anna University  Chennai - Act Campus  Sardar Patel Road  Guindy  Chennai 600 025,TX,Textile Technology,175.5,164,154.5,160.5,164,119,0,Chennai
3,School Of Architecture And Planning  Anna University Chennai 600025,BP,B.Plan,187,179,178,179,167,165.385,0,Chennai
4,University Departments Of Anna University  Chennai - Mit Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,AE,Aeronautical Engineering,196,193.5,190.5,194,191.5,175.5,168,Chengalpattu
4,University Departments Of Anna University  Chennai - Mit Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,AT,Artificial Intelligence And Data Science (Ss),198,197.5,196,197,193.5,188,0,Chengalpattu
4,University Departments Of Anna University  Chennai - Mit Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,AU,Automobile Engineering,191.5,189,189,187.5,179.5,164,0,Chengalpattu
4,University Departments Of Anna University  Chennai - Mit Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,CM,Computer Science And Engineering (Ss),198,197.5,197,197,193,190.5,186.5,Chengalpattu
4,University Departments Of Anna University  Chennai - Mit Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,CS,Computer Science And Engineering,199,198.5,198,197.5,195.5,190,194,Chengalpattu
4,University Departments Of Anna University  Chennai - Mit Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,EC,Electronics And Communication Engineering,198,197.5,197,197,193.5,191,193.5,Chengalpattu
4,University Departments Of Anna University  Chennai - Mit Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,EI,Electronics And Instrumentation Engineering,196,195,194.5,194.5,187.5,0,163,Chengalpattu
4,University Departments Of Anna University  Chennai - Mit Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,EM,Electronics And Communication Engineering (Ss),197.5,197,196.5,196.5,192,190,182.5,Chengalpattu
4,University Departments Of Anna University  Chennai - Mit Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,IM,Information Technology (Ss),197.245,196.5,197,196.5,191.5,185.5,188.5,Chengalpattu
4,University Departments Of Anna University  Chennai - Mit Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,PR,Production Engineering,188.5,183.5,186,183,178.5,167,0,Chengalpattu
1219,"Sri Venkateswara College Of Engineering (Autonomous), Post Bag No.3, Pennalur, Sriperumbudur, Kanchipuram-602105.",CS,Computer Science And Engineering,190.5,188,188,186,169,171.5,153,Kanchipuram
1219,"Sri Venkateswara College Of Engineering (Autonomous), Post Bag No.3, Pennalur, Sriperumbudur, Kanchipuram-602105.",EC,Electronics And Communication Engineering,188,185.5,183,181.5,164.5,150,128.5,Kanchipuram
1219,"Sri Venkateswara College Of Engineering (Autonomous), Post Bag No.3, Pennalur, Sriperumbudur, Kanchipuram-602105.",EE,Electrical And Electronics Engineering,182,180,172,171.5,144,120.5,0,Kanchipuram
1219,"Sri Venkateswara College Of Engineering (Autonomous), Post Bag No.3, Pennalur, Sriperumbudur, Kanchipuram-602105.",IT,Information Technology,187.5,186.5,183.5,184,160.5,131,125.5,Kanchipuram
1219,"Sri Venkateswara College Of Engineering (Autonomous), Post Bag No.3, Pennalur, Sriperumbudur, Kanchipuram-602105.",MB,Mechanical Engineering (Automobile),161,155.5,0,150,128.5,0,0,Kanchipuram
1219,"Sri Venkateswara College Of Engineering (Autonomous), Post Bag No.3, Pennalur, Sriperumbudur, Kanchipuram-602105.",ME,Mechanical Engineering,174,168,171.5,165,157.5,105.5,0,Kanchipuram
1219,"Sri Venkateswara College Of Engineering (Autonomous), Post Bag No.3, Pennalur, Sriperumbudur, Kanchipuram-602105.",MR,Marine Engineering,0,0,0,0,0,0,0,Kanchipuram
1219,"Sri Venkateswara College Of Engineering (Autonomous), Post Bag No.3, Pennalur, Sriperumbudur, Kanchipuram-602105.",MU,Mechanical And Automation Engineering,166,157.5,146,153.5,130,109,0,Kanchipuram
1221,"Jaya College Of Engineering And Technology, Poonamallee By Pass Road, Parivakkam, Chennai, Thiruvallur-600056.",CS,Computer Science And Engineering,119,0,0,0,0,0,0,Thiruvallur
1221,"Jaya College Of Engineering And Technology, Poonamallee By Pass Road, Parivakkam, Chennai, Thiruvallur-600056.",EC,Electronics And Communication Engineering,0,0,0,0,0,0,0,Thiruvallur
1221,"Jaya College Of Engineering And Technology, Poonamallee By Pass Road, Parivakkam, Chennai, Thiruvallur-600056.",MD,Medical Electronics,0,0,0,0,0,0,0,Thiruvallur
1221,"Jaya College Of Engineering And Technology, Poonamallee By Pass Road, Parivakkam, Chennai, Thiruvallur-600056.",ME,Mechanical Engineering,0,0,0,0,0,0,0,Thiruvallur
1222,"P.B. College Of Engineering, Chennai-Bangalore High Way, Irungkattukottai, Sriperumbudur Taluk, Kancheepuram District, Chennai -602117.",AD,Artificial Intelligence And Data Science,136,0,0,0,0,0,0,Chennai
1222,"P.B. College Of Engineering, Chennai-Bangalore High Way, Irungkattukottai, Sriperumbudur Taluk, Kancheepuram District, Chennai -602117.",AE,Aeronautical Engineering,109.5,0,0,0,0,0,0,Chennai
1222,"P.B. College Of Engineering, Chennai-Bangalore High Way, Irungkattukottai, Sriperumbudur Taluk, Kancheepuram District, Chennai -602117.",AU,Automobile Engineering,0,0,0,0,0,0,0,Chennai
1222,"P.B. College Of Engineering, Chennai-Bangalore High Way, Irungkattukottai, Sriperumbudur Taluk, Kancheepuram District, Chennai -602117.",CE,Civil  Engineering,0,0,0,0,0,0,0,Chennai
1222,"P.B. College Of Engineering, Chennai-Bangalore High Way, Irungkattukottai, Sriperumbudur Taluk, Kancheepuram District, Chennai -602117.",CS,Computer Science And Engineering,107.5,0,0,0,0,0,0,Chennai
1222,"P.B. College Of Engineering, Chennai-Bangalore High Way, Irungkattukottai, Sriperumbudur Taluk, Kancheepuram District, Chennai -602117.",EC,Electronics And Communication Engineering,0,0,0,0,0,0,0,Chennai
1222,"P.B. College Of Engineering, Chennai-Bangalore High Way, Irungkattukottai, Sriperumbudur Taluk, Kancheepuram District, Chennai -602117.",EE,Electrical And Electronics Engineering,0,0,0,0,0,0,0,Chennai
1222,"P.B. College Of Engineering, Chennai-Bangalore High Way, Irungkattukottai, Sriperumbudur Taluk, Kancheepuram District, Chennai -602117.",IT,Information Technology,0,0,0,0,0,0,0,Chennai
1222,"P.B. College Of Engineering, Chennai-Bangalore High Way, Irungkattukottai, Sriperumbudur Taluk, Kancheepuram District, Chennai -602117.",ME,Mechanical Engineering,0,0,0,0,0,0,0,Chennai
1222,"P.B. College Of Engineering, Chennai-Bangalore High Way, Irungkattukottai, Sriperumbudur Taluk, Kancheepuram District, Chennai -602117.",SC,Computer Science And Engineering (Cyber Security),0,0,0,0,0,0,0,Chennai
1225,"Loyola Institute Of Technology, Palanchur, Mevalurkuppam, B Village, Nazarathpet Post, Sriperumpudur Taluk, Kanchipuram District, Chennai-600123.",AD,Artificial Intelligence And Data Science,157,143.5,142.5,143.5,118,0,0,Chennai
1225,"Loyola Institute Of Technology, Palanchur, Mevalurkuppam, B Village, Nazarathpet Post, Sriperumpudur Taluk, Kanchipuram District, Chennai-600123.",CS,Computer Science And Engineering,165.5,156.5,145,150.5,128.5,0,0,Chennai
1225,"Loyola Institute Of Technology, Palanchur, Mevalurkuppam, B Village, Nazarathpet Post, Sriperumpudur Taluk, Kanchipuram District, Chennai-600123.",EC,Electronics And Communication Engineering,148.5,142,144,136.5,0,0,0,Chennai
1225,"Loyola Institute Of Technology, Palanchur, Mevalurkuppam, B Village, Nazarathpet Post, Sriperumpudur Taluk, Kanchipuram District, Chennai-600123.",EE,Electrical And Electronics Engineering,143.5,126.5,0,113,0,0,0,Chennai
1225,"Loyola Institute Of Technology, Palanchur, Mevalurkuppam, B Village, Nazarathpet Post, Sriperumpudur Taluk, Kanchipuram District, Chennai-600123.",IT,Information Technology,155,144.5,0,139,125,0,0,Chennai
1225,"Loyola Institute Of Technology, Palanchur, Mevalurkuppam, B Village, Nazarathpet Post, Sriperumpudur Taluk, Kanchipuram District, Chennai-600123.",ME,Mechanical Engineering,131,108,124.5,0,0,0,0,Chennai
1225,"Loyola Institute Of Technology, Palanchur, Mevalurkuppam, B Village, Nazarathpet Post, Sriperumpudur Taluk, Kanchipuram District, Chennai-600123.",SC,Computer Science And Engineering (Cyber Security),155,144,151.5,135,126,0,0,Chennai
1226,"P.T.Lee Chengalvaraya Naicker College Of Engineering And Technology, Oovery, Veliyur Post, Kanchipuram District-631502.",AD,Artificial Intelligence And Data Science,175,0,0,162.5,0,90,0,Kanchipuram
1226,"P.T.Lee Chengalvaraya Naicker College Of Engineering And Technology, Oovery, Veliyur Post, Kanchipuram District-631502.",CS,Computer Science And Engineering,156.5,0,0,149,0,0,0,Kanchipuram
1226,"P.T.Lee Chengalvaraya Naicker College Of Engineering And Technology, Oovery, Veliyur Post, Kanchipuram District-631502.",EC,Electronics And Communication Engineering,149.5,0,0,145,0,0,0,Kanchipuram
1226,"P.T.Lee Chengalvaraya Naicker College Of Engineering And Technology, Oovery, Veliyur Post, Kanchipuram District-631502.",EE,Electrical And Electronics Engineering,127,0,0,108.5,0,0,0,Kanchipuram
1226,"P.T.Lee Chengalvaraya Naicker College Of Engineering And Technology, Oovery, Veliyur Post, Kanchipuram District-631502.",IT,Information Technology,167,0,0,160,120.5,0,0,Kanchipuram
1226,"P.T.Lee Chengalvaraya Naicker College Of Engineering And Technology, Oovery, Veliyur Post, Kanchipuram District-631502.",ME,Mechanical Engineering,115.5,0,0,99,0,0,0,Kanchipuram
1228,"Alpha College Of Engineering, No.34, Udayavar Kovil Street, Thirumazhisai, Chennai-600124.",AD,Artificial Intelligence And Data Science,119.5,0,108.5,0,0,0,0,Chennai
1228,"Alpha College Of Engineering, No.34, Udayavar Kovil Street, Thirumazhisai, Chennai-600124.",BM,Bio Medical Engineering,0,0,0,0,0,0,0,Chennai
1228,"Alpha College Of Engineering, No.34, Udayavar Kovil Street, Thirumazhisai, Chennai-600124.",CS,Computer Science And Engineering,127,0,116,0,0,0,0,Chennai
1228,"Alpha College Of Engineering, No.34, Udayavar Kovil Street, Thirumazhisai, Chennai-600124.",EC,Electronics And Communication Engineering,110,0,0,0,0,0,0,Chennai
1228,"Alpha College Of Engineering, No.34, Udayavar Kovil Street, Thirumazhisai, Chennai-600124.",IT,Information Technology,0,0,0,0,0,0,0,Chennai
1228,"Alpha College Of Engineering, No.34, Udayavar Kovil Street, Thirumazhisai, Chennai-600124.",RM,Robotics And Automation,0,0,0,0,0,0,0,Chennai
1228,"Alpha College Of Engineering, No.34, Udayavar Kovil Street, Thirumazhisai, Chennai-600124.",SC,Computer Science And Engineering (Cyber Security),0,0,0,0,0,0,0,Chennai
1229,"Indira Institute Of Engineering And Technology, No.1, V.G.R Nagar, V.G.R Gardens, Pandur, Thiruvallur -631203.",AD,Artificial Intelligence And Data Science,0,0,0,0,0,0,0,Thiruvallur
1229,"Indira Institute Of Engineering And Technology, No.1, V.G.R Nagar, V.G.R Gardens, Pandur, Thiruvallur -631203.",CE,Civil  Engineering,0,0,0,0,0,0,0,Thiruvallur
1229,"Indira Institute Of Engineering And Technology, No.1, V.G.R Nagar, V.G.R Gardens, Pandur, Thiruvallur -631203.",CS,Computer Science And Engineering,102,0,0,0,0,0,0,Thiruvallur
1229,"Indira Institute Of Engineering And Technology, No.1, V.G.R Nagar, V.G.R Gardens, Pandur, Thiruvallur -631203.",EC,Electronics And Communication Engineering,0,0,0,0,0,0,0,Thiruvallur
1229,"Indira Institute Of Engineering And Technology, No.1, V.G.R Nagar, V.G.R Gardens, Pandur, Thiruvallur -631203.",EE,Electrical And Electronics Engineering,0,0,0,0,0,0,0,Thiruvallur
1229,"Indira Institute Of Engineering And Technology, No.1, V.G.R Nagar, V.G.R Gardens, Pandur, Thiruvallur -631203.",ME,Mechanical Engineering,0,0,0,0,0,0,0,Thiruvallur
1230,"Apollo Engineering College, Mevaloorkuppam Valarpuram Post, Sriperumbudur Taluk, Kanchipuram District-602105.",AD,Artificial Intelligence And Data Science,142.5,0,0,0,0,0,0,Kanchipuram
1230,"Apollo Engineering College, Mevaloorkuppam Valarpuram Post, Sriperumbudur Taluk, Kanchipuram District-602105.",AE,Aeronautical Engineering,0,0,0,0,0,0,0,Kanchipuram
1230,"Apollo Engineering College, Mevaloorkuppam Valarpuram Post, Sriperumbudur Taluk, Kanchipuram District-602105.",CB,Computer Science And Bussiness System,110.5,0,0,0,0,0,0,Kanchipuram
1230,"Apollo Engineering College, Mevaloorkuppam Valarpuram Post, Sriperumbudur Taluk, Kanchipuram District-602105.",CS,Computer Science And Engineering,137.5,0,0,0,0,0,0,Kanchipuram
1230,"Apollo Engineering College, Mevaloorkuppam Valarpuram Post, Sriperumbudur Taluk, Kanchipuram District-602105.",EC,Electronics And Communication Engineering,118,0,111.5,0,0,0,0,Kanchipuram
1230,"Apollo Engineering College, Mevaloorkuppam Valarpuram Post, Sriperumbudur Taluk, Kanchipuram District-602105.",EE,Electrical And Electronics Engineering,0,0,0,0,0,0,0,Kanchipuram
1230,"Apollo Engineering College, Mevaloorkuppam Valarpuram Post, Sriperumbudur Taluk, Kanchipuram District-602105.",ME,Mechanical Engineering,0,0,0,0,0,0,0,Kanchipuram
1230,"Apollo Engineering College, Mevaloorkuppam Valarpuram Post, Sriperumbudur Taluk, Kanchipuram District-602105.",SC,Computer Science And Engineering (Cyber Security),112,0,0,0,0,0,0,Kanchipuram
1232,"Arm College Of Engineering And Technology, Sattamangalam,Maraimalainagar Post, Chengalpattu Taluk, Kanchipuram Dist-603209.",AD,Artificial Intelligence And Data Science,0,0,0,0,0,0,0,Kanchipuram
1232,"Arm College Of Engineering And Technology, Sattamangalam,Maraimalainagar Post, Chengalpattu Taluk, Kanchipuram Dist-603209.",CE,Civil  Engineering,0,0,0,0,0,0,0,Kanchipuram
1232,"Arm College Of Engineering And Technology, Sattamangalam,Maraimalainagar Post, Chengalpattu Taluk, Kanchipuram Dist-603209.",CS,Computer Science And Engineering,0,0,0,0,0,0,0,Kanchipuram
1232,"Arm College Of Engineering And Technology, Sattamangalam,Maraimalainagar Post, Chengalpattu Taluk, Kanchipuram Dist-603209.",EC,Electronics And Communication Engineering,0,0,0,0,0,0,0,Kanchipuram
1232,"Arm College Of Engineering And Technology, Sattamangalam,Maraimalainagar Post, Chengalpattu Taluk, Kanchipuram Dist-603209.",EE,Electrical And Electronics Engineering,0,0,0,0,0,0,0,Kanchipuram
1232,"Arm College Of Engineering And Technology, Sattamangalam,Maraimalainagar Post, Chengalpattu Taluk, Kanchipuram Dist-603209.",IT,Information Technology,0,0,0,0,0,0,0,Kanchipuram
1232,"Arm College Of Engineering And Technology, Sattamangalam,Maraimalainagar Post, Chengalpattu Taluk, Kanchipuram Dist-603209.",ME,Mechanical Engineering,0,0,0,0,0,0,0,Kanchipuram
1232,"Arm College Of Engineering And Technology, Sattamangalam,Maraimalainagar Post, Chengalpattu Taluk, Kanchipuram Dist-603209.",SC,Computer Science And Engineering (Cyber Security),0,0,0,0,0,0,0,Kanchipuram
1233,"Adhi College Of Engineering And Technology, No. 6, Munu  Adhi Nagar, Sankarapuram, Puliambakkam Post, Near Wallajabad Kancheepuram-631605.",AD,Artificial Intelligence And Data Science,139.5,0,0,130,126,0,0,Kanchipuram
1233,"Adhi College Of Engineering And Technology, No. 6, Munu  Adhi Nagar, Sankarapuram, Puliambakkam Post, Near Wallajabad Kancheepuram-631605.",CS,Computer Science And Engineering,132.5,0,0,0,0,0,0,Kanchipuram
1233,"Adhi College Of Engineering And Technology, No. 6, Munu  Adhi Nagar, Sankarapuram, Puliambakkam Post, Near Wallajabad Kancheepuram-631605.",EC,Electronics And Communication Engineering,115,0,99.5,0,0,0,113,Kanchipuram
1233,"Adhi College Of Engineering And Technology, No. 6, Munu  Adhi Nagar, Sankarapuram, Puliambakkam Post, Near Wallajabad Kancheepuram-631605.",EE,Electrical And Electronics Engineering,81,0,0,0,0,0,0,Kanchipuram
1233,"Adhi College Of Engineering And Technology, No. 6, Munu  Adhi Nagar, Sankarapuram, Puliambakkam Post, Near Wallajabad Kancheepuram-631605.",IT,Information Technology,139,0,0,0,0,0,0,Kanchipuram
1233,"Adhi College Of Engineering And Technology, No. 6, Munu  Adhi Nagar, Sankarapuram, Puliambakkam Post, Near Wallajabad Kancheepuram-631605.",ME,Mechanical Engineering,86.5,0,0,0,0,0,0,Kanchipuram
1235,"Jei Mathaajee College Of Engineering, No.124, Vishakandikuppam Village, Siruvakkam Post, Kanchipuram-631552.",CE,Civil  Engineering,0,0,0,0,0,0,0,Kanchipuram
1235,"Jei Mathaajee College Of Engineering, No.124, Vishakandikuppam Village, Siruvakkam Post, Kanchipuram-631552.",CS,Computer Science And Engineering,0,0,0,0,0,0,0,Kanchipuram
1235,"Jei Mathaajee College Of Engineering, No.124, Vishakandikuppam Village, Siruvakkam Post, Kanchipuram-631552.",EC,Electronics And Communication Engineering,0,0,0,0,0,0,0,Kanchipuram
1235,"Jei Mathaajee College Of Engineering, No.124, Vishakandikuppam Village, Siruvakkam Post, Kanchipuram-631552.",EE,Electrical And Electronics Engineering,0,0,0,0,0,0,0,Kanchipuram
1235,"Jei Mathaajee College Of Engineering, No.124, Vishakandikuppam Village, Siruvakkam Post, Kanchipuram-631552.",IT,Information Technology,94,0,0,0,0,0,0,Kanchipuram
1235,"Jei Mathaajee College Of Engineering, No.124, Vishakandikuppam Village, Siruvakkam Post, Kanchipuram-631552.",ME,Mechanical Engineering,0,0,0,0,0,0,0,Kanchipuram
1237,"Velammal Institute Of Technology, Chennai - Kolkatta Highway, Pancheeti Village, Ponneri Taluk, Thiruvallur District-601204.",AD,Artificial Intelligence And Data Science,158.5,151,152,142,117,0,0,Thiruvallur
1237,"Velammal Institute Of Technology, Chennai - Kolkatta Highway, Pancheeti Village, Ponneri Taluk, Thiruvallur District-601204.",CS,Computer Science And Engineering,158.5,147.5,145,143.5,109,0,0,Thiruvallur
1237,"Velammal Institute Of Technology, Chennai - Kolkatta Highway, Pancheeti Village, Ponneri Taluk, Thiruvallur District-601204.",EC,Electronics And Communication Engineering,155.5,144,132,142,0,0,0,Thiruvallur
1237,"Velammal Institute Of Technology, Chennai - Kolkatta Highway, Pancheeti Village, Ponneri Taluk, Thiruvallur District-601204.",EE,Electrical And Electronics Engineering,142.5,131,0,136.5,0,0,0,Thiruvallur
1237,"Velammal Institute Of Technology, Chennai - Kolkatta Highway, Pancheeti Village, Ponneri Taluk, Thiruvallur District-601204.",IT,Information Technology,158,145.5,144,142.5,108.5,0,0,Thiruvallur
1237,"Velammal Institute Of Technology, Chennai - Kolkatta Highway, Pancheeti Village, Ponneri Taluk, Thiruvallur District-601204.",ME,Mechanical Engineering,121,0,0,0,104.5,0,0,Thiruvallur
1237,"Velammal Institute Of Technology, Chennai - Kolkatta Highway, Pancheeti Village, Ponneri Taluk, Thiruvallur District-601204.",MZ,Mechatronics Engineering,132,108.5,0,110,0,0,0,Thiruvallur
